"text-decoration-none href","rounded src","job-title","text-muted","mt-1","mt-1 2","badge","badge 2","badge 3"
"https://jobsgo.vn/viec-lam/nhan-vien-data-26403184127.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/402226-200x200.jpg?v=1766327418","Nhân Viên Data","Công Ty Cổ Phần Trang Sức Đá Quý Infinity","10 - 15 triệu VNĐ","Hồ Chí Minh","Full-time","Trên 1 năm","24 ngày trước"
"https://jobsgo.vn/viec-lam/devops-engineer-26403034758.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/179244-200x200.jpg?v=1719461325","DevOps Engineer","Công Ty TTNHH Công Nghệ Giải Pháp Citynow","15 - 25 triệu VNĐ","Hồ Chí Minh","Full-time","Trên 1 năm","24 ngày trước"
"https://jobsgo.vn/viec-lam/seo-specialist-26402885389.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/482020-200x200.jpg?v=1775736014","SEO Specialist","CÔNG TY TNHH CÔNG NGHỆ ỨNG DỤNG HỢP NHẤT GLOBAL SUCCESS","12 - 25 triệu VNĐ","Hồ Chí Minh","Full-time","Trên 2 năm","24 ngày trước"
"https://jobsgo.vn/viec-lam/front-end-developer-26401758332.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/334619-200x200.jpg?v=1753880413","Front-End Developer","CÔNG TY TNHH MONA HOST","15 - 25 triệu VNĐ","Hồ Chí Minh","Full-time","Trên 3 năm","24 ngày trước"
"https://jobsgo.vn/viec-lam/hcm-la-doma-nhan-vien-ky-thuat-tho-phu-26400997908.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/385781-200x200.jpg?v=1763381029","[HCM] La Doma - Nhân Viên Kỹ Thuật/Thợ Phụ","La Doma","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","24 ngày trước"
"https://jobsgo.vn/viec-lam/nhan-vien-gia-han-tu-van-goi-cuoc-viettel-telecom-gio-hanh-chinh-g5-bsv-26373962119.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/161-200x200.jpg?v=1712119679","Nhân Viên Gia Hạn - Tư Vấn Gói Cước Viettel Telecom (Giờ Hành Chính) [G5] - BSV","Bellsystem24 VietNam","8 - 15 triệu VNĐ","Hồ Chí Minh","Full-time","Không yêu cầu","24 ngày trước"
"https://jobsgo.vn/viec-lam/nhan-vien-livestream-tiktok-26398784531.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/398527-200x200.jpg?v=1765926006","Nhân Viên Livestream Tiktok","HỘ KINH DOANH THỜI TRANG MJUKY","8 - 15 triệu VNĐ","Hồ Chí Minh","Full-time","Không yêu cầu","24 ngày trước"
"https://jobsgo.vn/viec-lam/senior-sourcing-sourcing-specialist-food-26397915475.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/481953-200x200.jpg?v=1775725245","Senior Sourcing/ Sourcing Specialist - Food","Công Ty TNHH Dịch Vụ Lidl & Kaufland (Việt Nam)","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","24 ngày trước"
"https://jobsgo.vn/viec-lam/tro-ly-ke-hoach-dieu-phoi-26397616737.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/341167-200x200.jpg?v=1775726357","Trợ Lý, Kế Hoạch & Điều Phối","Công Ty TNHH Xây Dựng Trang Trí Nội Thất Lâm Minh","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","24 ngày trước"
"https://jobsgo.vn/viec-lam/project-legal-specialist-26396734102.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/481915-200x200.jpg?v=1775721615","Project Legal Specialist","LS Cable & System","Thỏa thuận","Đồng Nai, Hồ Chí Minh","Full-time","Không yêu cầu","24 ngày trước"
"https://jobsgo.vn/viec-lam/nhan-vien-kinh-doanh-thiet-bi-cong-nghe-26396055152.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/286096-200x200.jpg?v=1775790189","Nhân Viên Kinh Doanh Thiết Bị Công Nghệ","Công Ty TNHH Thương Mại Dịch Vụ Điện Tử Việt Hoàng","10 - 26 triệu VNĐ","Hồ Chí Minh","Full-time","Trên 1 năm","24 ngày trước"
"https://jobsgo.vn/viec-lam/dieu-phoi-vien-du-an-thiet-ke-26394737989.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/272090-200x200.jpg?v=1741446913","Điều Phối Viên Dự Án Thiết Kế","Công Ty TNHH Dịch Vụ Cầu Nối Thái Bình Dương","Thỏa thuận","Hồ Chí Minh","Full-time","Trên 4 năm","24 ngày trước"
"https://jobsgo.vn/viec-lam/nhan-vien-van-hanh-san-thuong-mai-dien-tu-tiktok-26390895132.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/400538-200x200.jpg?v=1766156415","Nhân Viên Vận Hành Sàn Thương Mại Điện Tử (Tiktok)","Công Ty TNHH Thương Mại Bằng Trình Việt Nam","12 - 15 triệu VNĐ","Hồ Chí Minh","Full-time","Trên 1 năm","24 ngày trước"
"https://jobsgo.vn/viec-lam/lap-trinh-vien-website-wordpress-quan-12-26386468378.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/333181-200x200.jpg?v=1753453822","Lập Trình Viên Website WordPress - Quận 12","CÔNG TY CỔ PHẦN GOOD REVIEW SERVICE","9 - 12 triệu VNĐ","Hồ Chí Minh","Full-time","Trên 1 năm","24 ngày trước"
"https://jobsgo.vn/viec-lam/dieu-phoi-du-an-26383440261.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/380132-200x200.jpg?v=1762176636","Điều Phối Dự Án","Công Ty Cổ Phần Xuất Nhập Khẩu Pacific Joinery","13 - 18 triệu VNĐ","Hồ Chí Minh","Full-time","Trên 1 năm","24 ngày trước"
"https://jobsgo.vn/viec-lam/quantity-take-off-and-cost-estimation-specialist-26382774890.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/272090-200x200.jpg?v=1741446913","Quantity Take-Off And Cost Estimation Specialist","Công Ty TNHH Dịch Vụ Cầu Nối Thái Bình Dương","13 - 17 triệu VNĐ","Hồ Chí Minh","Full-time","Trên 2 năm","24 ngày trước"
"https://jobsgo.vn/viec-lam/visual-merchandise-26382109519.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/179189-200x200.jpg?v=1719890136","Visual Merchandise","Công Ty TNHH Universal Selaras Việt Nam","Thỏa thuận","Đà Nẵng, Hồ Chí Minh","Full-time","Không yêu cầu","25 ngày trước"
"https://jobsgo.vn/viec-lam/senior-associate-corporate-investment-law-26382000887.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/481787-200x200.jpg?v=1775674838","Senior Associate – Corporate & Investment Law","CÔNG TY LUẬT TRÁCH NHIỆM HỮU HẠN LIFT CONSULTING GROUP","30 - 50 triệu VNĐ","Hồ Chí Minh","Full-time","Không yêu cầu","25 ngày trước"
"https://jobsgo.vn/viec-lam/senior-architect-documentation-lead-australian-practice-26382014466.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/483016-200x200.jpg?v=1776132542","Senior Architect-Documentation Lead (Australian Practice)","Công Ty TNHH Bay Studio","Từ 57 triệu VNĐ","Hồ Chí Minh","Full-time","Không yêu cầu","25 ngày trước"
"https://jobsgo.vn/viec-lam/chuyen-vien-ky-thuat-xang-dau-26381987308.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/481789-200x200.jpg?v=1775674844","Chuyên Viên Kỹ Thuật Xăng Dầu","Tổng Công Ty Dầu Việt Nam - Công Ty Cổ Phần Pvoil","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","25 ngày trước"
"https://jobsgo.vn/viec-lam/ky-su-qs-26380480039.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/66472-200x200.jpg?v=1625716289","Kỹ Sư QS","Công Ty TNHH Thương Mại Dịch Vụ Trí Lực Việt","12 - 15 triệu VNĐ","Hồ Chí Minh","Full-time","Trên 2 năm","25 ngày trước"
"https://jobsgo.vn/viec-lam/pattern-marker-26380045511.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/68133-200x200.jpg?v=1688035380","Pattern Marker","Công Ty TNHH Global Poongin Vina","Thỏa thuận","Hồ Chí Minh","Full-time","Trên 5 năm","25 ngày trước"
"https://jobsgo.vn/viec-lam/fresher-tester-26379936879.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/481764-200x200.jpg?v=1775653220","Fresher Tester","Công Ty TNHH Geo System Solutions Việt Nam","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","25 ngày trước"
"https://jobsgo.vn/viec-lam/fresher-developer-26379923300.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/481764-200x200.jpg?v=1775653220","Fresher Developer","Công Ty TNHH Geo System Solutions Việt Nam","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","25 ngày trước"
"https://jobsgo.vn/viec-lam/ky-su-thiet-ke-ha-tang-26379081402.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/1364-200x200.jpg?v=1598930351","Kỹ Sư Thiết Kế Hạ Tầng","Công ty Cổ phần AZB","Thỏa thuận","Hồ Chí Minh","Full-time","Trên 2 năm","25 ngày trước"
"https://jobsgo.vn/viec-lam/estimating-26378932033.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/272090-200x200.jpg?v=1741446913","Estimating","Công Ty TNHH Dịch Vụ Cầu Nối Thái Bình Dương","13 - 15 triệu VNĐ","Hồ Chí Minh","Full-time","Trên 1 năm","25 ngày trước"
"https://jobsgo.vn/viec-lam/customer-support-english-fluent-offer-up-to-22m-26378714769.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/110947-200x200.jpg?v=1701758725","Customer Support (English Fluent - Offer Up To 22M)","Công Ty TNHH Itechwx","Đến 22 triệu VNĐ","Hồ Chí Minh","Full-time","Trên 1 năm","25 ngày trước"
"https://jobsgo.vn/viec-lam/pho-giam-doc-ke-hoach-dau-tu-26371029055.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/43062-200x200.jpg?v=1586841601","Phó Giám Đốc Kế Hoạch Đầu Tư","Công Ty Cổ Phần Hòa Phú","24 - 25 triệu VNĐ","Hồ Chí Minh","Full-time","Trên 5 năm","25 ngày trước"
"https://jobsgo.vn/viec-lam/senior-backend-engineer-magento-e-commerce-26368802099.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/92384-200x200.jpg?v=1733714756","Senior Backend Engineer – Magento/E-Commerce","Chi Nhánh Tại Thành Phố Hồ Chí Minh - Công Ty Cổ Phần Kids Plaza","Thỏa thuận","Hồ Chí Minh","Full-time","Trên 5 năm","25 ngày trước"
"https://jobsgo.vn/viec-lam/chuyen-vien-tu-van-khach-hang-doi-tac-bsv-g8-khong-yeu-cau-kinh-nghiem-26112919423.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/161-200x200.jpg?v=1712119679","Chuyên Viên Tư Vấn Khách Hàng - Đối Tác BSV G8 Không Yêu Cầu Kinh Nghiệm","Bellsystem24 VietNam","8 - 15 triệu VNĐ","Hồ Chí Minh","Full-time","Không yêu cầu","25 ngày trước"
"https://jobsgo.vn/viec-lam/chuyen-vien-tu-van-dich-vu-vien-thong-g8-26271685091.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/161-200x200.jpg?v=1712119679","Chuyên Viên Tư Vấn Dịch Vụ Viễn Thông G8","Bellsystem24 VietNam","8 - 15 triệu VNĐ","Hồ Chí Minh","Full-time","Không yêu cầu","25 ngày trước"
"https://jobsgo.vn/viec-lam/brse-cum-pm-software-tieng-nhat-n2-27898-binh-thanh-hcm-26197163539.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/1113-200x200.jpg?v=1748313639","BrSE cum PM (software/ Tiếng Nhật N2) (27898) [Bình Thạnh, HCM]","Công Ty TNHH Reeracoen Việt Nam","55 - 75 triệu VNĐ","Hồ Chí Minh","Full-time","8 - 10 năm","25 ngày trước"
"https://jobsgo.vn/viec-lam/market-research-business-analyst-n2-advanced-hanoi-ho-chi-minh27903-26216133402.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/1113-200x200.jpg?v=1748313639","Market Research/ Business Analyst (N2 advanced - Hanoi & Ho Chi Minh)(27903)","Công Ty TNHH Reeracoen Việt Nam","20 - 45 triệu VNĐ","Hồ Chí Minh","Full-time","3 - 5 năm","25 ngày trước"
"https://jobsgo.vn/viec-lam/ky-su-sap-tieng-anh-business-mscv-232-1-26226711443.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/54406-200x200.jpg?v=1768209965","Kỹ Sư SAP (Tiếng Anh Business) - MSCV 232-1","Công Ty TNHH Quick Việt Nam","78 - 100 triệu VNĐ","Hồ Chí Minh","Full-time","Trên 3 năm","25 ngày trước"
"https://jobsgo.vn/viec-lam/market-research-business-analyst-tieng-nhat-n2-advanced-hanoi-ho-chi-minh-27903-26227634815.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/1113-200x200.jpg?v=1748313639","Market Research/ Business Analyst (Tiếng Nhật N2 advanced - Hanoi & Ho Chi Minh) - 27903","Công Ty TNHH Reeracoen Việt Nam","20 - 45 triệu VNĐ","Hồ Chí Minh","Full-time","3 - 5 năm","25 ngày trước"
"https://jobsgo.vn/viec-lam/korean-speaking-marketing-team-support-26363180393.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/97401-200x200.jpg?v=1669021921","Korean Speaking (Marketing Team Support)","VPĐD GS Caltex Corporation Tại TP.HCM","Đến 25 triệu VNĐ","Hồ Chí Minh","Full-time","Trên 1 năm","25 ngày trước"
"https://jobsgo.vn/viec-lam/clinical-psychologist-26361442281.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/481539-200x200.jpg?v=1775610013","Clinical Psychologist","Fondation Alain Carpentier - Vien Tim Thanh Pho","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","25 ngày trước"
"https://jobsgo.vn/viec-lam/bim-team-26361306491.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/481549-200x200.jpg?v=1775610046","BIM Team","Zdc Company Limited","13 - 34 triệu VNĐ","Hồ Chí Minh","Full-time","Không yêu cầu","25 ngày trước"
"https://jobsgo.vn/viec-lam/loan-senior-officer-26361279333.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/481551-200x200.jpg?v=1775610051","Loan Senior Officer","Ngân hàng iM - Chi nhánh Thành phố Hồ Chí Minh","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","25 ngày trước"
"https://jobsgo.vn/viec-lam/nhan-vien-van-phong-viettel-duoc-ho-tro-thiet-bi-lam-viec-dau-phong-van-di-lam-ngay-g5-bsv-26336864291.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/161-200x200.jpg?v=1712119679","Nhân Viên Văn Phòng Viettel (Được Hỗ Trợ Thiết Bị Làm Việc, Đậu Phỏng Vấn Đi Làm Ngay) [G5] - [BSV]","Bellsystem24 VietNam","8 - 15 triệu VNĐ","Hồ Chí Minh","Full-time","Không yêu cầu","25 ngày trước"
"https://jobsgo.vn/viec-lam/it-sub-leader-tieng-anh-doc-viet-tot-mscv-52-44-26298992460.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/54406-200x200.jpg?v=1768209965","IT Sub Leader (Tiếng Anh đọc, viết tốt) - MSCV 52-44","Công Ty TNHH Quick Việt Nam","Đến 20 triệu VNĐ","Hồ Chí Minh","Full-time","2 - 5 năm","25 ngày trước"
"https://jobsgo.vn/viec-lam/livestream-host-quan-7-full-time-26360939858.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/99312-200x200.jpg?v=1671072028","Livestream Host (Quận 7) - Full Time","Công Ty TNHH Vượt Kỳ Vọng","10 - 15 triệu VNĐ","Hồ Chí Minh","Full-time","Trên 1 năm","26 ngày trước"
"https://jobsgo.vn/viec-lam/process-assistant-engineer-26360193013.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/92405-200x200.jpg?v=1661847121","Process Assistant Engineer","Công Ty TNHH Nextern Việt Nam","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","26 ngày trước"
"https://jobsgo.vn/viec-lam/nhan-vien-admin-26359677011.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/346405-200x200.jpg?v=1756303222","Nhân Viên Admin","CÔNG TY TNHH CÔNG NGHỆ AVATAR VIỆT NAM","Thỏa thuận","Hồ Chí Minh","Full-time","Trên 1 năm","26 ngày trước"
"https://jobsgo.vn/viec-lam/live-streaming-operation-26359364694.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/481506-200x200.jpg?v=1775588413","Live Streaming Operation","Green Fashion Group","34 - 46 triệu VNĐ","Hồ Chí Minh","Full-time","Không yêu cầu","26 ngày trước"
"https://jobsgo.vn/viec-lam/chuyen-vien-van-hanh-game-26359025219.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/92148-200x200.jpg?v=1661328575","Chuyên Viên Vận Hành Game","Công Ty TNHH Truyền Hình FPT","Thỏa thuận","Hồ Chí Minh","Full-time","Trên 3 năm","26 ngày trước"
"https://jobsgo.vn/viec-lam/client-service-associate-26356187208.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/97848-200x200.jpg?v=1669601487","Client Service Associate","Công Ty TNHH Dialectica Vietnam","Thỏa thuận","Hồ Chí Minh","Full-time","Trên 1 năm","26 ngày trước"
"https://jobsgo.vn/viec-lam/lms-teacher-vietnamese-26355630469.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/400956-200x200.jpg?v=1766185218","LMS Teacher - Vietnamese","CÔNG TY CỔ PHẦN GIÁO DỤC & ĐÀO TẠO NHÂN TRÍ DŨNG","Thỏa thuận","Hồ Chí Minh","Full-time","Trên 1 năm","26 ngày trước"
"https://jobsgo.vn/viec-lam/english-teacher-part-time-26353403513.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/349027-200x200.jpg?v=1763718012","ENGLISH TEACHER (Part-Time)","Công Ty Cổ Phần Giáo Dục Khai Phóng","Thỏa thuận","Hồ Chí Minh","Part-time","Trên 1 năm","26 ngày trước"
"https://jobsgo.vn/viec-lam/chuyen-vien-bi-data-26352615931.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/193519-200x200.jpg?v=1719977011","Chuyên Viên BI / Data","Công Ty TNHH Nail La Mos","16 - 18 triệu VNĐ","Hồ Chí Minh","Full-time","Trên 2 năm","26 ngày trước"
